,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
195,07009138,Тлт Парк Хаус OUTLET NO ONE,,Да,30,TOL-PH-NO,"ТОЛЬЯТТИ OUTLET МОЛЛ ""ПАРК-ХАУС""",2015-01-23,ТОЛЬЯТТИ,NO ONE,Сток,Да,сток,"Тлт Парк Хаус OUTLET NO ONE, BALDININI",Нет,2021-02-24,632445001,,,,,2023-03-10 17:26:12,0
196,07010795,Уфа  Интернет-Магазин Яндекс Такси,,Да,795,ONLINEYAUFA,"УФА ТРЦ  ""Планета""",2021-01-18,УФА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
197,07011151,СПб Пулково OUTLET NO ONE DONNA,,Да,153,SPP-OT-NOD,САНКТ-ПЕТЕРБУРГ ПУЛКОВО OUTLET,2017-09-01,САНКТ-ПЕТЕРБУРГ,NO ONE,Сток,Нет,сток,СПб Пулково NO ONE,Нет,0001-01-01,782045001,Multi,,Ж,,2023-03-20 05:10:01,0
198,07011152,СПб Пулково OUTLET NO ONE UOMO,,Да,153,SPP-OT-NOU,САНКТ-ПЕТЕРБУРГ ПУЛКОВО OUTLET,2017-09-01,САНКТ-ПЕТЕРБУРГ,NO ONE,Сток,Нет,сток,СПб Пулково NO ONE,Нет,0001-01-01,782045001,Multi,,М,,2023-03-20 05:10:01,0
199,07011153,САНКТ-ПЕТЕРБУРГ ПУЛКОВО OUTLET NO ONE,,Да,153,SPP-OT-NO,САНКТ-ПЕТЕРБУРГ ПУЛКОВО OUTLET,2016-08-15,САНКТ-ПЕТЕРБУРГ,NO ONE,Сток,Да,сток,СПб Пулково NO ONE,Нет,2017-09-10,782045001,,,,,2023-03-10 17:26:12,0
200,07011216,СПб Пулково ПУНКТ СМВ NO ONE ,,Да,216,SPP-NOONE,САНКТ-ПЕТЕРБУРГ ПУЛКОВО OUTLET,2020-10-01,САНКТ-ПЕТЕРБУРГ,NO ONE,Основной,Нет,основная,СПб Пулково NO ONE,Нет,0001-01-01,782045001,Multi,,,,2023-03-20 05:10:01,0
201,07011237,СПб Галерея NO ONE,,Да,237,SPB-GL-NO,"САНКТ-ПЕТЕРБУРГ ""Галерея""",2020-11-01,САНКТ-ПЕТЕРБУРГ,NO ONE,Основной,Нет,основная,СПб Галерея NO ONE,Нет,0001-01-01,784245001,Multi,,,,2023-03-20 05:10:01,0
202,07012000,Нск Галерея NO ONE,,Да,170,NO-GL-NO,"НОВОСИБИРСК ТРЦ ""Галерея""",2018-08-01,НОВОСИБИРСК,NO ONE,Основной,Нет,основная,Нск Галерея NO ONE,Нет,0001-01-01,540645001,Multi,,,,2023-03-20 05:10:01,0
203,07012792,Нск Интернет-Магазин Яндекс Такси,,Да,792,ONLINEYAHSK,"НОВОСИБИРСК ТРЦ ""Галерея""",2021-01-18,НОВОСИБИРСК,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
204,07013256,Сч POP UP Шкиперский ,,Да,256,SH-OT-NO,"СОЧИ ТЦ ""ШКИПЕРСКИЙ""",2021-11-02,СОЧИ,NO ONE,Pop up,Да,Pop up,Сочи Шкиперский 1 POP UP NO ONE,Нет,2022-01-24,236645001,,,,,2023-03-20 05:10:01,0
205,07013269,Сочи Моремолл NO ONE,,Да,269,SH-NO,"СОЧИ ТЦ ""МОРЕМОЛЛ""",2022-08-15,СОЧИ,NO ONE,Основной,Нет,основная,Сочи Моремолл NO ONE,Нет,0001-01-01,236645002,Multi,,,,2023-03-20 05:10:01,0
206,08001047,"Волгоград МОЛЛ ""ПАРК-ХАУС"" Vicini",,Да,47,VOL-PH-VI,"ВОЛГОГРАД МОЛЛ ""ПАРК-ХАУС""",2008-03-29,ВОЛГОГРАД,Vicini,Основной,Да,основная,,Нет,2016-02-26,0,,,,,2023-03-20 05:10:01,0
207,08002097,"Екатеринбург ТЦ ""ЕВРОПА"" СASADEI",,Да,97,EK-EVR-CA,"ЕКАТЕРИНБУРГ ТЦ ""ЕВРОПА""",2012-05-31,ЕКАТЕРИНБУРГ,CASADEI,Основной,Да,основная регион,,Нет,2016-02-29,0,,,,,2023-03-20 05:10:01,0
208,08004103,"Казань ТЦ ""Сувар - Плаза"" СASADEI",,Да,103,KAZ-SP-CA,"КАЗАНЬ ТЦ ""Сувар - Плаза""",2012-08-01,КАЗАНЬ,CASADEI,Основной,Да,основная регион,,Нет,2016-02-27,0,,,,,2023-03-20 05:10:01,0
209,08007089,РнД Горизонт CASADEI,,Да,89,ROS-G-CA,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2011-10-29,РОСТОВ-НА-ДОНУ,CASADEI,Основной,Да,основная,РнД Горизонт CASADEI,Нет,2020-08-28,616145002,,,,SdID|Sex,2023-03-10 17:26:12,0
210,08008032,"Самара МОЛЛ ""ПАРК-ХАУС"" Vicini",,Да,32,SAM-PH-VI,"САМАРА МОЛЛ ""ПАРК-ХАУС""",2006-10-21,САМАРА,Vicini,Основной,Да,основная,,Нет,2017-02-21,0,,,,,2023-03-20 05:10:01,0
211,08009030,"Тольятти OUTLET МОЛЛ ""ПАРК-ХАУС"" Vicini",,Да,30,TOL-PH-VI,"ТОЛЬЯТТИ OUTLET МОЛЛ ""ПАРК-ХАУС""",2005-12-17,ТОЛЬЯТТИ,Vicini,Сток,Да,сток,,Нет,2015-02-16,0,,,,,2023-03-20 05:10:01,0
212,09006020,Москва ГУМ Testoni,,Да,126,GUM-TE,МОСКВА ГУМ,2014-04-03,МОСКВА,Testoni,Основной,Да,основная,ГУМ Testoni ,Нет,2018-11-22,0,,,,,2023-03-20 05:10:01,0
213,10006133,Мск ГУМ FRATELLI ROSETTI,,Да,133,GUM-FR,МОСКВА ГУМ,2015-04-11,МОСКВА,Fratelli Rosetti,Основной,Нет,основная,Мск ГУМ FRATELLI ROSSETTI,Нет,0001-01-01,772545007,Mono,,,,2023-03-20 05:10:01,0
214,11006137,Мск ГУМ  ROCCO P,,Да,245,GUM-RP,МОСКВА ГУМ,2015-03-24,МОСКВА,Rocco'P,Основной,Нет,основная,"Мск ГУМ MORESCHI, ROCCO P",Нет,0001-01-01,772545007,Mono,,,,2023-03-20 05:10:01,0
215,111,Мск Novaya Riga OUTLET NO ONE,,Да,185,NR-OT-NO,МОСКВА OUTLET Рига,2019-11-27,МОСКВА,NO ONE,Сток,Нет,сток,Мск Novaya Riga NO ONE,Нет,0001-01-01,501745001,Multi,,,,2023-03-20 05:10:01,0
216,12006131,Мск ГУМ SERGIO ROSSI,,Да,240,GUM-SR,МОСКВА ГУМ,2015-03-13,МОСКВА,Sergio Rossi,Основной,Нет,основная,"Мск ГУМ LE SILLA, SERGIO ROSSI",Нет,0001-01-01,772545007,Mono,,,,2023-03-20 05:10:01,0
217,13006135,Мск ГУМ STUART WEITZMAN,,Да,135,GUM-SW,МОСКВА ГУМ,2015-03-14,МОСКВА,Stuart Weitzman,Основной,Да,основная,"Мск ГУМ CASADEI, STUART WEITZMAN",Да,2022-10-02,772545007,Mono,,,,2023-03-14 14:58:54,0
218,13006143,МОСКВА ВЕСНА  STUART WEITZMAN,,Да,152,VES-SW,МОСКВА ВЕСНА,2016-04-01,МОСКВА,Stuart Weitzman,Основной,Да,основная,,Да,2018-10-01,0,,,,,2023-03-20 05:10:01,0
219,13007145,РнД Горизонт STUART WEITZMAN,,Да,145,ROS-G-SW,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2016-03-05,РОСТОВ-НА-ДОНУ,Stuart Weitzman,Основной,Да,основная,РнД Горизонт STUART WEITZMAN,Нет,2020-08-28,616145001,,,,SdID|Sex,2023-03-10 17:26:12,0
220,14006136,Мск ГУМ MORESCHI,,Да,244,GUM-MO,МОСКВА ГУМ,2015-03-20,МОСКВА,Moreschi,Основной,Нет,основная,"Мск ГУМ MORESCHI, ROCCO P",Нет,0001-01-01,772545007,Mono,,,,2023-03-20 05:10:01,0
221,15006130,Мск ГУМ POLLINI,,Да,130,GUM-PO,МОСКВА ГУМ,2015-03-04,МОСКВА,Pollini,Основной,Нет,основная,"Мск ГУМ PDB, POLLINI",Нет,0001-01-01,772545007,Mono,,,,2023-03-20 05:10:01,0
222,15006167,Мск Европейский POLLINI,,Да,167,EVR-PO,МОСКВА ЕВРОПЕЙСКИЙ ТРЦ,2017-12-05,МОСКВА,Pollini,Основной,Да,основная,"Мск Европейский CASADEI, POLLINI, PDB",Нет,2021-02-24,772545012,,,,SdID|Sex,2023-03-10 17:26:12,0
223,15007151,"Ростов ТРК ""Мегацентр Горизонт"" Pollini",,Да,151,ROS-G-PO,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2016-03-05,РОСТОВ-НА-ДОНУ,Pollini,Основной,Да,основная,"Ростов-на-Дону, Горизонт Pollini",Нет,2019-06-30,0,,,,SdID|Sex,2023-03-20 05:10:01,0
224,16006000,Мск Marketplace,,Да,,MP,Marketplace,2020-06-01,МОСКВА,Маркетплейс,Маркетплейс,Нет,,,Нет,0001-01-01,0,MP,,,,2023-03-20 05:10:01,0
225,16006001,Мск интернет-магазин Свиблово,,Да,1,ONLINESV,МОСКВА Интернет-магазин,2020-05-01,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,Мск ИМ Свиблово,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
226,16006105,Мск интернет-магазин Витрина,,Да,175,ONLINEVT,МОСКВА Интернет-магазин,2013-02-28,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,Мск ИМ Тверская 12,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
227,16006106,Мск интернет-магазин СТРИЖ,,Да,106,ONLINEST,МОСКВА Интернет-магазин,2018-06-13,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
228,16006172,Мск интернет-магазин DHL,,Да,172,ONLINEDHL,МОСКВА Интернет-магазин,2018-09-05,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
229,16006175,Мск интернет-магазин КЦ,,Да,105,ONLINEKC,МОСКВА Интернет-магазин,2020-05-01,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,Мск ИМ Колл-центр,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
230,16006181,Мск Стайл Консьерж,,Да,181,ONLINESC,МОСКВА Интернет-магазин,2019-03-22,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,0,Online,,,,2023-03-20 05:10:01,0
231,16006195,Мск Стайл ТЭК,,Да,195,ONLINESC,МОСКВА Интернет-магазин,2019-10-03,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,0,Online,,,,2023-03-20 05:10:01,0
232,16006779,Мск интернет-магазин DPD,,Да,779,ONLINEDPD,МОСКВА Интернет-магазин,2019-05-22,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
233,16006780,Мск интернет-магазин GETT,,Да,780,ONLINEGETT,МОСКВА Интернет-магазин,2019-07-08,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
234,16006786,Мск Интернет-Магазин Яндекс Такси,,Да,786,ONLINEYANDEX,МОСКВА Интернет-магазин,2020-12-22,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
235,16006798,Мск ИМ Почта Доставка РФ ,,Да,798,ONLINEPOCHTA,МОСКВА Интернет-магазин,2022-12-12,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Multi,,,,2023-03-20 05:10:01,0
236,17006000,Мск ГУМ PDB,,Да,204,GUM-PDB,МОСКВА ГУМ,2020-03-12,МОСКВА,PRINCIPE DI BOLOGNA,Основной,Нет,основная,"Мск ГУМ PDB, POLLINI",Нет,0001-01-01,772545007,Mono,,,,2023-03-20 05:10:01,0
237,17006004,Мск Тверская 6 PDB,,Да,4,TV6-PDB,МОСКВА Тверская 6,2020-12-18,МОСКВА,PRINCIPE DI BOLOGNA,Основной,Нет,основная,,Нет,0001-01-01,0,Mono,,,,2023-03-20 05:10:01,0
238,17006078,Мск Vegas PDB,,Да,78,VEG-PDB,МОСКВА ТРЦ VEGAS,2019-03-18,МОСКВА,PRINCIPE DI BOLOGNA,Основной,Да,основная,"Мск Vegas BALDININI, FABI, PDB",Нет,0001-01-01,500345001,,,,,2023-03-20 05:10:01,0
239,17006167,Мск Европейский PDB,,Да,167,EVR-PDB,МОСКВА ЕВРОПЕЙСКИЙ ТРЦ,2017-12-05,МОСКВА,PRINCIPE DI BOLOGNA,Основной,Да,основная,"Мск Европейский CASADEI, POLLINI, PDB",Нет,2021-02-24,772545012,,,,SdID|Sex,2023-03-10 17:26:12,0
240,17006168,Смр Парк Хаус NO ONE DONNA,,Да,210,SAM-PH-NO-D,"САМАРА МОЛЛ ""ПАРК-ХАУС""",2020-08-26,САМАРА,NO ONE,Основной,Нет,основная,Смр Парк Хаус NO ONE,Нет,0001-01-01,631945001,Multi,,Ж,,2023-03-20 05:10:01,0
241,17006169,Смр Парк Хаус NO ONE UOMO,,Да,210,SAM-PH-NO-U,"САМАРА МОЛЛ ""ПАРК-ХАУС""",2020-08-26,САМАРА,NO ONE,Основной,Нет,основная,Смр Парк Хаус NO ONE,Нет,0001-01-01,631945001,Multi,,М,,2023-03-20 05:10:01,0
242,17006183,ОПТ_Образцы,,Нет,183,WHLS-SAMPLE,,2019-06-01,МОСКВА,,Основной,Нет,,,Да,0001-01-01,0,,,,,2023-03-20 05:10:01,0
243,170061833,Мск Wildberries,,Да,,WB,МОСКВА Интернет-магазин,2020-06-01,МОСКВА,Маркетплейс,Маркетплейс,Нет,,,Нет,0001-01-01,0,MP,,,,2023-03-20 05:10:01,0
244,17006184,ОПТ_TEST,,Нет,183,ОПТ-TEST,,2019-06-10,МОСКВА,,Основной,Нет,,,Да,0001-01-01,0,,,,,2023-03-20 05:10:01,0
245,170061841,NOONE1,,Да,,NOONE1,NOONE,2019-07-24,МОСКВА,NO ONE,Основной,Нет,,,Нет,0001-01-01,0,,,,,2023-03-20 05:10:01,0
246,170061842,NOONE2,,Да,,NOONE2,NOONE2,2019-07-24,МОСКВА,NO ONE,Основной,Нет,,,Нет,0001-01-01,0,,,,,2023-03-20 05:10:01,0
247,17007194,"Ростов ТРК ""Мегацентр Горизонт"" PDB Pop up",,Да,194,ROS-PDB,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2019-09-01,РОСТОВ-НА-ДОНУ,PRINCIPE DI BOLOGNA,Основной,Да,основная,РнД Горизонт POP-UP PDB,Нет,2019-09-30,0,,,,SdID|Sex,2023-03-20 05:10:01,0
248,17007195,Мск Vegas NO ONE UOMO,,Да,209,VEG-NO-U,МОСКВА ТРЦ VEGAS,2020-09-01,МОСКВА,NO ONE,Основной,Нет,основная,Мск Vegas NO ONE,Нет,0001-01-01,500345001,Multi,,М,,2023-03-20 05:10:01,0
249,17007196,Мск Vegas NO ONE DONNA,,Да,209,VEG-NO-D,МОСКВА ТРЦ VEGAS,2020-09-01,МОСКВА,NO ONE,Основной,Нет,основная,Мск Vegas NO ONE,Нет,0001-01-01,500345001,Multi,,Ж,,2023-03-20 05:10:01,0
250,18006000,Мск Kupivip,,Да,,KV,МОСКВА Интернет-магазин,2020-07-19,МОСКВА,Маркетплейс,Маркетплейс,Нет,,,Нет,0001-01-01,0,MP,,,,2023-03-20 05:10:01,0
251,19006214,Мск ГУМ LE SILLA,,Да,214,GUM-LE,МОСКВА ГУМ,2021-03-31,МОСКВА,LE SILLA,Основной,Нет,основная,"Мск ГУМ LE SILLA, SERGIO ROSSI",Нет,0001-01-01,772545007,Mono,,,,2023-03-20 05:10:01,0
252,19006215,Мск OZON,,Да,,OZON,МОСКВА Интернет-магазин,2020-06-01,МОСКВА,Маркетплейс,Маркетплейс,Нет,,,Нет,0001-01-01,0,MP,,,,2023-03-20 05:10:01,0
253,19006216,Влг  Интернет-Магазин Яндекс Такси,,Да,787,ONLINEYAVLG,"ВОЛГОГРАД МОЛЛ ""ПАРК-ХАУС""",2021-01-18,ВОЛГОГРАД,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
254,19006217,Мск PDB-IT,,Да,105,PDB-IT,МОСКВА Интернет-магазин,2021-09-01,МОСКВА,PRINCIPE DI BOLOGNA,Основной,Нет,основная,,Нет,0001-01-01,0,,,,,2023-03-20 05:10:01,0
255,19006218,Мск Тверская 6 NO ONE,,Да,260,TV6-NO,МОСКВА Тверская 6,2021-12-01,МОСКВА,NO ONE,Основной,Нет,основная,Мск Тверская 6 NO ONE,Нет,0001-01-01,7772545009,Multi,,,,2023-03-20 05:10:01,0
