,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
99,06006038,Москва ЕВРОПЕЙСКИЙ ТРЦ NO ONE (старый),"Екатеринбург ТЦ ""ЕВРОПА"" Baldinini",Да,38,EVR-NO-OLD,МОСКВА ЕВРОПЕЙСКИЙ ТРЦ,2007-03-01,МОСКВА,NO ONE,Основной,Да,основная,,Нет,2015-07-31,0,,,,,2023-03-20 05:10:01,0
100,06006053,Москва МЕТРОПОЛИС NO ONE (старый),,Да,53,METR-NO,МОСКВА МЕТРОПОЛИС,2009-01-31,МОСКВА,NO ONE,Основной,Да,основная,,Нет,2015-02-25,0,,,,,2023-03-20 05:10:01,0
101,06006060,Мск Новинский 28 OUTLET NO ONE,,Да,60,NOV-OT-NO,МОСКВА OUTLET Новинский,2008-11-26,МОСКВА,NO ONE,Сток,Нет,сток,Мск Новинский 28 OUTLET NO ONE,Нет,0001-01-01,772545006,Multi,,,,2023-03-20 05:10:01,0
102,06006080,Москва Афимолл Сити NO ONE,,Да,80,AFI-NO,МОСКВА Афимолл Сити,2011-03-12,МОСКВА,NO ONE,Основной,Да,основная,,Нет,2015-03-08,0,,,,,2023-03-20 05:10:01,0
103,06006094,Мск Белая Дача OUTLET NO ONE,,Да,94,BD-OT-NO,МОСКВА OUTLET ТЦ Белая Дача,2012-08-16,МОСКВА,NO ONE,Сток,Да,сток,Мск Белая Дача OUTLET NO ONE,Нет,2021-09-01,5502745001,Multi,,,SdID|Sex,2023-03-10 17:26:12,0
104,06006099,Москва АТРИУМ NO ONE,,Да,99,ATR-NO,МОСКВА АТРИУМ,2012-08-01,МОСКВА,NO ONE,Основной,Да,основная,,Нет,2016-11-01,772545002,,,,,2023-03-10 17:26:12,0
105,06006115,Мск Fashion House OUTLET NO ONE,,Да,115,FH-OT-NO,МОСКВА OUTLET FASHION HOUSE,2013-07-19,МОСКВА,NO ONE,Сток,Да,сток,Мск Fashion House NO ONE,Нет,2021-10-01,504445001,Multi,,,SdID,2023-05-29 05:10:02,0
106,06006132,Мск ГУМ GIUSEPPE ZANOTTI,,Да,131,GUM-GZ,МОСКВА ГУМ,2015-03-17,МОСКВА,Giuseppe Zanotti,Основной,Да,основная,"Мск ГУМ GIUSEPPE ZANOTTI, SERGIO ROSSI",Нет,2021-02-26,772545007,Mono,,,SdID,2023-03-10 17:26:12,0
107,06006201,Мск Малая Бронная OUTLET NO ONE LUX,,Да,201,BRONLUX-OT-NO,МОСКВА Малая Бронная OUTLET ,2019-12-17,МОСКВА,NO ONE,Сток,Да,сток,Мск Малая Бронная 24 POP-UP OUTLET LUX NO ONE ,Нет,2020-02-29,442545005,,,,,2023-03-20 05:10:01,0
108,06007054,РнД Горизонт NO ONE DONNA,,Да,263,ROS-G-NOD,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2008-12-20,РОСТОВ-НА-ДОНУ,NO ONE,Основной,Нет,основная,"РнД Горизонт BALDININI, FABI, NO ONE",Нет,0001-01-01,6616145002,Multi,,Ж,,2023-05-01 05:10:02,0
109,06008026,Смр Куйбышева108 NO ONE,,Да,26,SAM-KB-NO,САМАРА NO ONE Куйбышева,2005-03-07,САМАРА,NO ONE,Основной,Нет,основная,Смр Куйбышева 108 NO ONE,Нет,0001-01-01,631745001,Multi,,,,2023-03-20 05:10:01,0
110,06008069,Смр Чапаевская 187 OUTLET NO ONE,,Да,69,SAM-OT-NO,САМАРА OUTLET Чапаевская,2009-04-09,САМАРА,NO ONE,Сток,Нет,сток,Смр Чапаевская 187 OUTLET NO ONE,Нет,0001-01-01,631545002,Multi,,,,2023-03-20 05:10:01,0
111,06008075,"Самара ТЦ ""INCUBE"" NO ONE",,Да,75,SAM-IC-OT-NO,"САМАРА ТЦ ""INCUBE""",2009-11-21,САМАРА,NO ONE,Сток,Да,сток,"Самара, Инкуб OUTLET No one",Нет,2019-03-04,0,,,,,2023-03-20 05:10:01,0
112,06010096,Кдр OZ Mall NO ONE,,Да,96,KRR-OZ-NO,КРАСНОДАР OZ MALL,2012-08-15,КРАСНОДАР,NO ONE,Основной,Нет,основная,Кдр OZ Mall NO ONE,Нет,0001-01-01,231245001,Multi,,,,2023-03-20 05:10:01,0
113,06011123,Уфа Планета NO ONE,,Да,123,UFA-PL-NO,"УФА ТРЦ  ""Планета""",2013-12-02,УФА,NO ONE,Основной,Нет,основная,Уфа Планета NO ONE,Нет,0001-01-01,27645001,Multi,,,,2023-03-20 05:10:01,0
114,06107104,РнД Горизонт NO ONE UOMO,,Да,263,ROS-G-NOU,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2012-08-31,РОСТОВ-НА-ДОНУ,NO ONE,Основной,Нет,основная,"РнД Горизонт BALDININI, FABI, NO ONE",Нет,0001-01-01,616145002,Multi,,М,,2023-05-01 05:10:02,0
115,07001047,Влг Парк Хаус NO ONE,,Да,215,VOL-PH-NO,"ВОЛГОГРАД МОЛЛ ""ПАРК-ХАУС""",2015-11-01,ВОЛГОГРАД,NO ONE,Основной,Нет,основная,Влг Парк Хаус NO ONE,Нет,0001-01-01,344345001,Multi,,,,2023-03-20 05:10:01,0
116,07001787,Кдр Интернет-Магазин Яндекс Такси,,Да,790,ONLINEYAKDR,КРАСНОДАР OZ MALL,2021-01-18,КРАСНОДАР,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
117,07002000,ЕКАТЕРИНБУРГ Пассаж  NO ONE,,Да,169,EK-PAS-NO,"ЕКАТЕРИНБУРГ ""ПАССАЖ""",2018-08-01,ЕКАТЕРИНБУРГ,NO ONE,Основной,Да,основная руб.,,Нет,2018-12-31,667145001,,,,,2023-03-10 17:26:12,0
118,07002090,"Екатеринбург ТЦ ""ГРИНВИЧ"" NO ONE",,Да,90,EK-GRIN,"ЕКАТЕРИНБУРГ ТЦ ""ГРИНВИЧ""",2018-08-01,ЕКАТЕРИНБУРГ,NO ONE,Основной,Да,основная,,Нет,2019-01-14,0,,,,,2023-03-20 05:10:01,0
119,07002173,Екб Brands Stories OUTLET NO ONE,,Да,173,EK-OT-NO,ЕКАТЕРИНБУРГ OUTLET CENTER,2019-03-06,ЕКАТЕРИНБУРГ,NO ONE,Сток,Нет,сток,Екб Brands' Stories OUTLET NO ONE,Нет,0001-01-01,667945001,Multi,,,,2023-03-20 05:10:01,0
120,07002272,Екб Brands Stories  ПУНКТ СМВ NO ONE,,Да,272,EKN-NOONE,ЕКАТЕРИНБУРГ OUTLET CENTER,2022-12-27,ЕКАТЕРИНБУРГ,NO ONE,Основной,Нет,основная,Екб Brands' Stories OUTLET NO ONE,Нет,0001-01-01,667945001,Multi,,,,2023-03-20 05:10:01,0
121,07002788,Екб  Интернет-Магазин Яндекс Такси,,Да,788,ONLINEYAEKT,"ЕКАТЕРИНБУРГ ТЦ ""ГРИНВИЧ""",2021-01-18,ЕКАТЕРИНБУРГ,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
122,07003251,Кзн KAZAN MALL NO ONE ON LINE,,Да,251,KZ-ONLINE,"КАЗАНЬ ТЦ ""KAZAN MALL""",2021-10-18,КАЗАНЬ,NO ONE,Основной,Нет,основная,,Нет,0001-01-01,105,Multi,,,,2023-03-20 05:10:01,0
123,07003789,Кзн  Интернет-Магазин Яндекс Такси,,Да,789,ONLINEYAKZN,МОСКВА Интернет-магазин,2021-01-18,КАЗАНЬ,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
124,07004103,"Казань ТЦ ""Сувар - Плаза"" Vicini",,Да,103,KAZ-SP-VI,"КАЗАНЬ ТЦ ""Сувар - Плаза""",2012-08-01,КАЗАНЬ,Vicini,Основной,Да,основная регион,,Нет,2016-02-27,0,,,,,2023-03-20 05:10:01,0
125,07005000,Крск Планета NO ONE,,Да,166,KRK-PL-NO,"КРАСНОЯРСК ТДЦ  ""Планета""",2017-10-20,КРАСНОЯРСК,NO ONE,Основной,Да,основная,Крск Планета NO ONE (old),Нет,2021-04-01,246545001,Multi,,,SdID|Sex,2023-03-10 17:26:12,0
126,07005231,Крск Планета NO ONE DONNA,,Да,231,KRK-PL-NO-DO,"КРАСНОЯРСК ТДЦ  ""Планета""",2021-04-01,КРАСНОЯРСК,NO ONE,Основной,Нет,основная,Крск Планета NO ONE,Нет,0001-01-01,246545001,Multi,,Ж,,2023-03-20 05:10:01,0
127,07005232,Крск Планета NO ONE UOMO,,Да,232,KRK-PL-NO-UO,"КРАСНОЯРСК ТДЦ  ""Планета""",2021-04-01,КРАСНОЯРСК,NO ONE,Основной,Нет,основная,Крск Планета NO ONE,Нет,0001-01-01,246545001,Multi,,М,,2023-03-20 05:10:01,0
128,07005791,Крск  Интернет-Магазин Яндекс Такси,,Да,791,ONLINEYAKRSK,"КРАСНОЯРСК ТДЦ  ""Планета""",2021-01-18,КРАСНОЯРСК,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
129,07006001,Мск Капитолий Вернадского NO ONE,,Да,184,VERN-NO,МОСКВА КАПИТОЛИЙ на Вернадского,2019-04-01,МОСКВА,NO ONE,Основной,Да,основная,"Мск Капитолий Вернадского NO ONE, FABI",Нет,2020-10-01,772545008,,,,,2023-03-10 17:26:12,0
130,07006004,Мск Тверская 6 No One pop up,,Да,4,TV6-NO-POPUP,МОСКВА Тверская 6,2020-05-29,МОСКВА,NO ONE,Основной,Да,основная,,Нет,0001-01-01,0,,,,,2023-03-20 05:10:01,0
131,07006020,Москва ГУМ Vicini,,Да,20,GUM-VI,МОСКВА ГУМ,2004-04-10,МОСКВА,Vicini,Основной,Да,основная,,Нет,2017-08-31,0,,,,,2023-03-20 05:10:01,0
132,07006023,Мск Тверская 12 БРАК,,Да,23,TV12-brak,МОСКВА Подвал Тверской,2022-04-01,МОСКВА,NO ONE,Браки,Нет,Реклама,Мск Тверская 12 БРАК,Нет,0001-01-01,0,Multi,,,,2023-03-20 05:10:01,0
133,07006037,Мск Орджоникидзе OUTLET NO ONE,,Да,174,ORDJ-OT-NO,МОСКВА OUTLET Орджоникидзе,2019-03-29,МОСКВА,NO ONE,Сток,Да,сток,Мск Орджоникидзе OUTLET NO ONE,Нет,2020-03-20,772545020,,,,,2023-03-10 17:26:12,0
134,07006038,Москва ЕВРОПЕЙСКИЙ ТРЦ Vicini,,Да,38,EVR-VI,МОСКВА ЕВРОПЕЙСКИЙ ТРЦ,2007-03-01,МОСКВА,Vicini,Основной,Да,основная,,Нет,2015-07-31,0,,,,,2023-03-20 05:10:01,0
135,07006078,Мск Vegas NO ONE,,Да,78,VEG-NO,МОСКВА ТРЦ VEGAS,2020-01-19,МОСКВА,NO ONE,Основной,Да,основная,"Мск Vegas BALDININI, FABI, PDB",Нет,2020-08-31,0,,,,,2023-03-20 05:10:01,0
136,07006098,Москва АТРИУМ Vicini,,Да,98,ATR-VI,МОСКВА АТРИУМ,2012-07-16,МОСКВА,Vicini,Основной,Да,основная,,Нет,2016-07-01,0,,,,,2023-03-20 05:10:01,0
137,07006101,Москва Времена Года Vicini,,Да,101,VG-VI,МОСКВА Времена Года,2012-08-10,МОСКВА,Vicini,Основной,Да,основная,,Нет,2016-01-22,0,,,,,2023-03-20 05:10:01,0
138,07006118,Мск Райкин Плаза NO ONE,,Да,208,RP-NO,МОСКВА Райкин Плаза,2020-01-19,МОСКВА,NO ONE,Основной,Нет,основная,Мск Райкин Плаза NO ONE,Нет,0001-01-01,772545011,Multi,,,,2023-03-20 05:10:01,0
139,07006128,Мск БРАК ,,Да,128,BR-NO,,2021-01-01,МОСКВА,NO ONE,Основной,Нет,основная,,Да,0001-01-01,0,,,,,2023-03-20 05:10:01,0
140,07006138,Мск Смоленский Пассаж NO ONE,,Да,139,SM-PS-NO,МОСКВА Смоленский Пассаж,2015-04-30,МОСКВА,NO ONE,Основной,Да,основная,Мск Смоленский Пассаж NO ONE,Нет,2020-10-30,772545014,,,,,2023-03-10 17:26:12,0
141,07006140,Мск PRESENT,,Да,140,PRE-NO,,2021-01-01,МОСКВА,NO ONE,Основной,Нет,основная,,Да,0001-01-01,0,Multi,,,,2023-03-20 05:10:01,0
142,07006141,Мск Vnukovo OUTLET NO ONE,,Да,141,VN-NO,МОСКВА ВНУКОВО OUTLET,2015-06-10,МОСКВА,NO ONE,Сток,Да,сток,Мск Vnukovo OUTLET NO ONE,Нет,2021-07-01,775145001,Multi,,,SdID|Sex,2023-03-10 17:26:12,0
143,07006144,Мск Весна NO ONE,,Да,144,VES-NO,МОСКВА ВЕСНА,2015-09-01,МОСКВА,NO ONE,Основной,Нет,основная,Мск Весна NO ONE,Нет,0001-01-01,772545015,Multi,,,,2023-03-20 05:10:01,0
144,07006146,Мск Европейский NO ONE,,Да,146,EVR-NO,МОСКВА ЕВРОПЕЙСКИЙ ТРЦ,2015-10-23,МОСКВА,NO ONE,Основной,Да,основная,Мск Европейский NO ONE,Нет,2021-02-26,772545012,Multi,,,SdID|Sex,2023-03-10 17:26:12,0
145,07006154,Мск Цветной NO ONE,,Да,154,TSV-NO,"МОСКВА Универмаг ""Цветной""",2016-08-10,МОСКВА,NO ONE,Основной,Да,основная,Мск Цветной NO ONE,Нет,2020-02-24,0,,,,,2023-03-20 05:10:01,0
146,07006158,Мск Атриум Склад,,Да,158,ATR-NO-SKL,МОСКВА АТРИУМ,0001-01-01,МОСКВА,NO ONE,Основной,Нет,основная,Мск Атриум СКЛАД,Нет,0001-01-01,0,,,,,2023-03-20 05:10:01,0
147,07006159,Мск Атриум NO ONE UOMO,,Да,159,ATR-NO-U,МОСКВА АТРИУМ,2016-10-29,МОСКВА,NO ONE,Основной,Нет,основная,"Мск Атриум BALDININI, NO ONE",Нет,0001-01-01,772545002,Multi,,М,,2023-03-20 05:10:01,0
148,07006160,Мск Атриум NO ONE DONNA,,Да,160,ATR-NO-D,МОСКВА АТРИУМ,2016-10-29,МОСКВА,NO ONE,Основной,Нет,основная,"Мск Атриум BALDININI, NO ONE",Нет,0001-01-01,772545002,Multi,,Ж,,2023-03-20 05:10:01,0
149,07006161,Мск Метрополис NO ONE,,Да,161,MET-NO,МОСКВА МЕТРОПОЛИС,2017-03-08,МОСКВА,NO ONE,Основной,Нет,основная,Мск Метрополис NO ONE,Нет,0001-01-01,772545019,Multi,,,,2023-03-20 05:10:01,0
150,07006163,Москва Киевский NOONE2,,Да,163,EVR-NO2,Москва Киевская площадь,2017-03-09,МОСКВА,NO ONE,Сток,Да,основная,,Нет,2017-07-01,0,,,,,2023-03-20 05:10:01,0
151,07006179,Мск Ереван Плаза NO ONE(старый),,Да,179,ER-NO,МОСКВА ЕРЕВАН ПЛАЗА,2018-12-26,МОСКВА,NO ONE,Основной,Да,основная,"Мск Ереван Плаза NO ONE, BALDININI",Нет,2021-02-20,772545013,Multi,,,SdID,2023-03-10 17:26:12,0
152,07006187,Мск Шереметьевская Pop up OUTLET Noone,,Да,187,POP UP-OT-NO,МОСКВА  Шереметьевская Pop up,2019-07-16,МОСКВА,NO ONE,Сток,Да,сток,,Да,2019-09-04,0,,,,,2023-03-20 05:10:01,0
153,07006200,Мск Океания NO ONE,,Да,200,OKEAN-NO,МОСКВА Океания,2019-10-23,МОСКВА,NO ONE,Основной,Нет,основная,,Нет,0001-01-01,0,,,,,2023-03-20 05:10:01,0
154,07006202,Кзн KAZAN MALL NO ONE,,Да,202,KAZ-ML-NO,"КАЗАНЬ ТЦ ""KAZAN MALL""",2020-10-01,КАЗАНЬ,NO ONE,Основной,Нет,основная,Кзн KAZAN MALL NO ONE,Нет,0001-01-01,165945001,Multi,,,,2023-03-20 05:10:01,0
155,07006205,Мск Тверская 12 OUTLET NO ONE,,Да,205,TV12-OT-NO,МОСКВА Тверская 12 OUTLET ,2020-03-13,МОСКВА,NO ONE,Сток,Да,сток,Мск Тверская 12 OUTLET NO ONE  ,Нет,0001-01-01,772545003,,,,,2023-03-20 05:10:01,0
156,07006211,Мск Novaya Riga ПУНКТ СМВ NO ONE,,Да,211,NR-NOONE,МОСКВА OUTLET Рига,2020-09-07,МОСКВА,NO ONE,Основной,Нет,основная,Мск Novaya Riga NO ONE,Нет,0001-01-01,501745001,Multi,,,,2023-03-20 05:10:01,0
157,07006212,Мск Капитолий Вернадского NO ONE DONNA,,Да,212,VER-NO-DONNA,МОСКВА КАПИТОЛИЙ на Вернадского,2020-09-10,МОСКВА,NO ONE,Основной,Нет,основная,Мск Капитолий Вернадского NO ONE,Нет,0001-01-01,772545008,Multi,,Ж,,2023-03-20 05:10:01,0
158,07006213,Мск Капитолий Вернадского NO ONE UOMO,,Да,212,VER-NO-UOMO,МОСКВА КАПИТОЛИЙ на Вернадского,2020-09-10,МОСКВА,NO ONE,Основной,Нет,основная,Мск Капитолий Вернадского NO ONE,Нет,0001-01-01,0,Multi,,М,,2023-03-20 05:10:01,0
159,07006217,Мск Vnukovo ПУНКТ СМВ NO ONE,,Да,217,VN-NOONE,МОСКВА ВНУКОВО OUTLET,2020-10-07,МОСКВА,NO ONE,Основной,Нет,основная,Мск Vnukovo OUTLET NO ONE,Нет,0001-01-01,775145001,Multi,,,,2023-03-20 05:10:01,0
160,07006218,Мск Белая Дача ПУНКТ СМВ NO ONE,,Да,218,BD-NOONE,МОСКВА OUTLET ТЦ Белая Дача,2020-10-07,МОСКВА,NO ONE,Основной,Нет,основная,Мск Белая Дача OUTLET NO ONE,Нет,0001-01-01,5502745001,Multi,,,,2023-03-20 05:10:01,0
161,07006219,Мск Fashion House ПУНКТ СМВ  NO ONE,,Да,219,FH-NOONE,МОСКВА OUTLET FASHION HOUSE,2020-10-07,МОСКВА,NO ONE,Основной,Нет,основная,Мск Fashion House NO ONE,Нет,0001-01-01,504445001,Multi,,,,2023-05-29 05:10:02,0
162,07006220,Мск интернет-магазин PICK POINT,,Да,220,ONLINE POINT,МОСКВА Интернет-магазин,2020-11-03,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
163,07006221,Мск ГУМ NO ONE Prive,,Да,221,GUM-PRIVE,МОСКВА ГУМ,2021-01-11,МОСКВА,NO ONE,Основной,Нет,основная,Мск ГУМ PRIVE NO ONE,Нет,0001-01-01,772545007,Multi,,,,2023-05-01 05:10:02,0
164,07006223,Мск Европейский NO ONE DONNA,,Да,222,EVR-NO-DONNA,МОСКВА ЕВРОПЕЙСКИЙ ТРЦ,2021-01-20,МОСКВА,NO ONE,Основной,Нет,основная,"Мск Европейский BALDININI, NO ONE DONNA, NO ONE UO",Нет,0001-01-01,772545012,Multi,,Ж,,2023-05-01 05:10:02,0
165,07006224,Мск Европейский NO ONE UOMO,,Да,223,EVR-NO-UOMO,МОСКВА ЕВРОПЕЙСКИЙ ТРЦ,2021-01-20,МОСКВА,NO ONE,Основной,Нет,основная,"Мск Европейский BALDININI, NO ONE DONNA, NO ONE UO",Нет,0001-01-01,772545012,Multi,,М,,2023-05-01 05:10:02,0
166,07006227,Мск Смоленский Пассаж POP UP,,Да,227,SMP-PU,МОСКВА Смоленский Пассаж,2021-01-28,МОСКВА,NO ONE,Pop up,Нет,Pop up,Мск Смоленский Пассаж POP UP NO ONE,Нет,0001-01-01,771545015,Multi,,,,2023-03-20 05:10:01,0
167,07006229,Мск Ереван Плаза NO ONE DONNA,,Да,229,ER-NO-DO,МОСКВА ЕРЕВАН ПЛАЗА,2020-11-01,МОСКВА,NO ONE,Основной,Да,основная,Мск Ереван Плаза NO ONE,Нет,2021-09-10,772545013,Multi,,,SdID,2023-03-10 17:26:12,0
168,07006230,Мск Ереван Плаза NO ONE UOMO,,Да,230,ER-NO-UOMO,МОСКВА ЕРЕВАН ПЛАЗА,2020-11-01,МОСКВА,NO ONE,Основной,Да,основная,Мск Ереван Плаза NO ONE,Нет,2021-09-10,772545013,Multi,,М,SdID,2023-03-14 14:58:54,0
169,07006238,Мск Vnukovo OUTLET NO ONE UOMO,,Да,238,VN-NO-UOMO,МОСКВА ВНУКОВО OUTLET,2021-07-01,МОСКВА,NO ONE,Сток,Нет,сток,Мск Vnukovo OUTLET NO ONE,Нет,0001-01-01,775145001,Multi,,М,,2023-03-20 05:10:01,0
170,07006239,Мск Vnukovo OUTLET NO ONE DONNA,,Да,239,VN-NO-DONNA,МОСКВА ВНУКОВО OUTLET,2021-07-01,МОСКВА,NO ONE,Сток,Нет,сток,Мск Vnukovo OUTLET NO ONE,Нет,0001-01-01,775145001,Multi,,Ж,,2023-03-20 05:10:01,0
171,07006241,Мск POP UP Fashion House,,Да,241,FH-POP-UP,МОСКВА OUTLET FASHION HOUSE,2021-07-17,МОСКВА,NO ONE,Pop up,Нет,Pop up,Мск Fashion house POP UP NO ONE,Нет,0001-01-01,183,,,,,2023-05-29 05:10:02,0
172,07006242,Мск Белая Дача OUTLET NO ONE UOMO,,Да,242,BD-NO-UOMO,МОСКВА OUTLET ТЦ Белая Дача,2021-09-01,МОСКВА,NO ONE,Сток,Нет,сток,Мск Белая Дача OUTLET NO ONE,Нет,0001-01-01,5502745001,Multi,,М,,2023-03-20 05:10:01,0
173,07006243,Мск Белая Дача OUTLET NO ONE DONNA,,Да,243,BD-NO-DONNA,МОСКВА OUTLET ТЦ Белая Дача,2021-09-01,МОСКВА,NO ONE,Сток,Нет,сток,Мск Белая Дача OUTLET NO ONE,Нет,0001-01-01,5502745001,Multi,,Ж,,2023-03-20 05:10:01,0
174,07006246,Мск Капитолий Марьина Роща POP UP NO ONE,,Да,246,MR-NO-POP-UP,МОСКВА КАПИТОЛИЙ на Шереметьевской,2021-08-25,МОСКВА,NO ONE,Pop up,Нет,Pop up,Мск Капитолий Марьина Роща POP UP NO ONE,Нет,0001-01-01,772545021,,,,,2023-03-20 05:10:01,0
175,07006247,Мск Авиапарк NO ONE,,Да,247,AVI-NO,МОСКВА АВИАПАРК,2021-08-23,МОСКВА,NO ONE,Основной,Нет,основная,Мск Авиапарк NO ONE,Нет,0001-01-01,772545022,Multi,,,,2023-03-20 05:10:01,0
176,07006248,Мск Ереван Плаза NO ONE,,Да,248,ERP-NO,МОСКВА ЕРЕВАН ПЛАЗА,2021-09-01,МОСКВА,NO ONE,Основной,Нет,основная,Мск Ереван Плаза NO ONE,Нет,0001-01-01,772545013,Multi,,,,2023-03-20 05:10:01,0
177,07006249,"Мск Fashion House OUTLET NO ONE DONNA,UOMO",,Да,249,FH-OT-NOONE,МОСКВА OUTLET FASHION HOUSE,2021-10-01,МОСКВА,NO ONE,Сток,Нет,сток,Мск Fashion House NO ONE,Нет,0001-01-01,504445001,Multi,,,,2023-05-29 05:10:02,0
178,07006250,Мск Белая Дача POP UP NO ONE,,Да,250,BD-POP-UP,МОСКВА OUTLET ТЦ Белая Дача,2021-09-29,МОСКВА,NO ONE,Pop up,Нет,Pop up,Мск Белая Дача POP UP NO ONE,Нет,0001-01-01,550274501,Multi,,,,2023-03-20 05:10:01,0
179,07006252,Мск Новинский ПУНКТ СМВ NO ONE,,Да,252,NO-ONONE,МОСКВА OUTLET Новинский,2021-10-25,МОСКВА,NO ONE,Основной,Нет,основная,Мск Новинский 28 OUTLET NO ONE,Нет,0001-01-01,772545006,Multi,,,,2023-03-20 05:10:01,0
180,07006265,Мск Авиапарк POP UP,,Да,265,AV-PU,МОСКВА АВИАПАРК,2022-06-29,МОСКВА,NO ONE,Pop up,Нет,Pop up,,Нет,0001-01-01,0,,,,,2023-03-20 05:10:01,0
181,07006267,Мск Город Лефортово POP UP,,Да,267,LEF-NO-POP,МОСКВА ГОРОД ЛЕФОРТОВО,2022-08-01,МОСКВА,NO ONE,Pop up,Нет,Pop up LEF,Мск Город Лефортово POP UP NO ONE,Нет,0001-01-01,772545023,Multi,,,,2023-03-20 05:10:01,0
182,07006268,Мск Смоленский Пассаж OUTLET NO ONE,,Да,268,SMP-OT-NO,МОСКВА Смоленский Пассаж,2022-09-01,МОСКВА,NO ONE,Сток,Нет,сток,Мск Смоленский Пассаж OUTLET NO ONE ,Нет,0001-01-01,7771545015,Multi,,,,2023-03-20 05:10:01,0
183,07006270,Мск ГУМ NO ONE UOMO,,Да,270,GUM-NO-UOMO,МОСКВА ГУМ,2022-10-01,МОСКВА,NO ONE,Основной,Нет,основная,"Мск ГУМ CASADEI, NO ONE UOMO",Нет,0001-01-01,772545007,Multi,,М,,2023-05-22 05:10:00,0
184,07006271,Мск Смоленский Пассаж ПУНКТ СМВ NO ONE ,,Да,271,SM-NOONE,МОСКВА Смоленский Пассаж,2022-12-27,МОСКВА,NO ONE,Основной,Нет,основная,Мск Смоленский Пассаж OUTLET NO ONE ,Нет,0001-01-01,7771545015,Multi,,,,2023-03-20 05:10:01,0
185,07006273,Мск ГУМ NO ONE SPORT,,Да,273,GUM-NO-SP,МОСКВА ГУМ,2023-05-15,МОСКВА,NO ONE,Основной,Нет,основная,,Нет,0001-01-01,0,Multi,,,,2023-03-20 05:10:01,0
186,07006274,"Мск Тверская,12 POP UP",,Да,274,t12-POP-UP,МОСКВА Тверская 12,2023-03-22,МОСКВА,NO ONE,Pop up,Нет,Pop up,Мск Тверская 12 POP UP NO ONE,Нет,0001-01-01,772545003,Multi,,,,2023-04-10 05:10:01,0
187,07006276,Мск ГУМ NO ONE DONNA,,Да,276,GUM-NO-DONNA,МОСКВА ГУМ,2023-05-11,МОСКВА,NO ONE,Основной,Нет,основная,Мск ГУМ NO ONE DONNA,Нет,0001-01-01,772545007,Multi,,Ж,,2023-05-22 05:10:00,0
188,07006796,Мск интернет-магазин СДЭК,,Да,796,ONLINESDEK,МОСКВА Интернет-магазин,2022-03-01,МОСКВА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Multi,,,,2023-03-20 05:10:01,0
189,07007054,"Ростов ТРК ""Мегацентр Горизонт"" Vicini",,Да,54,ROS-G-VI,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2008-12-20,РОСТОВ-НА-ДОНУ,Vicini,Основной,Да,основная,,Нет,2017-02-21,0,,,,SdID|Sex,2023-03-20 05:10:01,0
190,07007793,Рнд  Интернет-Магазин Яндекс Такси,,Да,793,ONLINEYARND,"РОСТОВ-НА-ДОНУ ТРК ""Мегацентр Горизонт""",2021-01-18,РОСТОВ-НА-ДОНУ,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
191,07008032,Смр Парк Хаус NO ONE,,Да,32,SAM-PH-NO,"САМАРА МОЛЛ ""ПАРК-ХАУС""",2017-01-19,САМАРА,NO ONE,Основной,Да,основная,"Смр Парк Хаус NO ONE, FABI",Нет,2020-10-01,631945001,,,,,2023-03-10 17:26:12,0
192,07008253,Смр Чапаевская 187  ПУНКТ СМВ NO ONE,,Да,253,SAM-NO,САМАРА OUTLET Чапаевская,2021-10-30,САМАРА,NO ONE,Основной,Нет,основная,Смр Чапаевская 187 OUTLET NO ONE,Нет,0001-01-01,631545002,Multi,,,,2023-03-20 05:10:01,0
193,07008258,Смр Чапаевская 187 POP UP NO ONE,,Да,258,SM-H-POPUP,САМАРА OUTLET Чапаевская,2021-12-29,САМАРА,NO ONE,Pop up,Нет,Pop up,Смр Чапаевская 187 POP UP NO ONE,Нет,0001-01-01,6631545002,Multi,,,,2023-03-20 05:10:01,0
194,07008794,Смр Интернет-Магазин Яндекс Такси,,Да,794,ONLINEYASMR,"САМАРА МОЛЛ ""ПАРК-ХАУС""",2021-01-18,САМАРА,Интернет-магазин,Интернет-торговля,Нет,основная,,Нет,0001-01-01,105,Online,,,,2023-03-20 05:10:01,0
