,0,1,2
1000,2021-07-10,52,13404
1001,2021-07-11,52,13375
1002,2021-07-12,52,7653
1003,2021-07-13,52,8367
1004,2021-07-14,52,8635
1005,2021-07-15,52,8451
1006,2021-07-16,52,9047
1007,2021-07-17,52,14202
1008,2021-07-18,52,13451
1009,2021-07-19,52,7884
1010,2021-07-20,52,9763
1011,2021-07-21,52,9837
1012,2021-07-22,52,10293
1013,2021-07-23,52,10322
1014,2021-07-24,52,16578
1015,2021-07-25,52,14885
1016,2021-07-26,52,8075
1017,2021-07-27,52,8505
1018,2021-07-28,52,8756
1019,2021-07-29,52,9668
1020,2021-07-30,52,8947
1021,2021-07-31,52,14881
1022,2021-08-01,51,14855
1023,2021-08-02,50,7933
1024,2021-08-03,51,9355
1025,2021-08-04,50,9324
1026,2021-08-05,52,8971
1027,2021-08-06,52,9510
1028,2021-08-07,52,16148
1029,2021-08-08,52,16673
1030,2021-08-09,52,8734
1031,2021-08-10,52,9274
1032,2021-08-11,52,9769
1033,2021-08-12,52,10300
1034,2021-08-13,52,11166
1035,2021-08-14,52,17766
1036,2021-08-15,52,16572
1037,2021-08-16,53,9066
1038,2021-08-17,53,9084
1039,2021-08-18,53,9192
1040,2021-08-19,53,10019
1041,2021-08-20,53,10291
1042,2021-08-21,53,17822
1043,2021-08-22,53,18117
1044,2021-08-23,52,9704
1045,2021-08-24,53,10342
1046,2021-08-25,54,11771
1047,2021-08-26,54,11279
1048,2021-08-27,54,11354
1049,2021-08-28,54,19585
1050,2021-08-29,53,19011
1051,2021-08-30,54,10904
1052,2021-08-31,54,11541
1053,2021-09-01,52,9076
1054,2021-09-02,54,10678
1055,2021-09-03,54,11080
1056,2021-09-04,54,22720
1057,2021-09-05,54,22146
1058,2021-09-06,52,9420
1059,2021-09-07,52,9252
1060,2021-09-08,54,10061
1061,2021-09-09,54,10112
1062,2021-09-10,53,10372
1063,2021-09-11,52,19700
1064,2021-09-12,52,18263
1065,2021-09-13,52,8801
1066,2021-09-14,53,9605
1067,2021-09-15,53,9708
1068,2021-09-16,53,10431
1069,2021-09-17,52,11133
1070,2021-09-18,53,20818
1071,2021-09-19,53,19186
1072,2021-09-20,53,8802
1073,2021-09-21,53,9380
1074,2021-09-22,51,9741
1075,2021-09-23,53,10418
1076,2021-09-24,53,11417
1077,2021-09-25,53,20021
1078,2021-09-26,53,19819
1079,2021-09-27,53,8489
1080,2021-09-28,53,9454
1081,2021-09-29,53,9464
1082,2021-09-30,53,9085
1083,2021-10-01,51,9097
1084,2021-10-02,50,17083
1085,2021-10-03,50,17067
1086,2021-10-04,48,7127
1087,2021-10-05,50,8094
1088,2021-10-06,50,8610
1089,2021-10-07,50,8503
1090,2021-10-08,50,9307
1091,2021-10-09,50,17161
1092,2021-10-10,50,16378
1093,2021-10-11,50,7525
1094,2021-10-12,50,7608
1095,2021-10-13,51,7986
1096,2021-10-14,51,7942
1097,2021-10-15,51,9314
1098,2021-10-16,51,17368
1099,2021-10-17,51,16847
1100,2021-10-18,51,7756
1101,2021-10-19,50,7859
1102,2021-10-20,50,7977
1103,2021-10-21,50,8013
1104,2021-10-22,50,10104
1105,2021-10-23,50,20039
1106,2021-10-24,50,19519
1107,2021-10-25,50,8967
1108,2021-10-26,50,10671
1109,2021-10-27,50,12985
1110,2021-10-28,37,2944
1111,2021-10-29,39,3034
1112,2021-10-30,35,2110
1113,2021-10-31,36,2113
1114,2021-11-01,36,1458
1115,2021-11-02,36,1816
1116,2021-11-03,36,1883
1117,2021-11-04,37,2799
1118,2021-11-05,34,2709
1119,2021-11-06,34,2517
1120,2021-11-07,36,2461
1121,2021-11-08,49,7438
1122,2021-11-09,49,8216
1123,2021-11-10,50,9011
1124,2021-11-11,50,9193
1125,2021-11-12,50,11112
1126,2021-11-13,51,22228
1127,2021-11-14,51,20649
1128,2021-11-15,51,8581
1129,2021-11-16,51,9074
1130,2021-11-17,51,8905
1131,2021-11-18,51,9569
1132,2021-11-19,51,10343
1133,2021-11-20,51,20565
1134,2021-11-21,51,20252
1135,2021-11-22,51,8446
1136,2021-11-23,49,8774
1137,2021-11-24,51,9118
1138,2021-11-25,51,11244
1139,2021-11-26,51,16870
1140,2021-11-27,50,24728
1141,2021-11-28,51,22531
1142,2021-11-29,51,7211
1143,2021-11-30,50,6913
1144,2021-12-01,50,8175
1145,2021-12-02,49,8194
1146,2021-12-03,50,10005
1147,2021-12-04,50,18799
1148,2021-12-05,50,18604
1149,2021-12-06,50,8073
1150,2021-12-07,50,8215
1151,2021-12-08,50,9096
1152,2021-12-09,50,9290
1153,2021-12-10,50,9768
1154,2021-12-11,50,19171
1155,2021-12-12,50,16745
1156,2021-12-13,50,7900
1157,2021-12-14,50,8319
1158,2021-12-15,49,9278
1159,2021-12-16,49,9792
1160,2021-12-17,49,10590
1161,2021-12-18,49,17147
1162,2021-12-19,49,16300
1163,2021-12-20,49,8348
1164,2021-12-21,50,8979
1165,2021-12-22,50,9718
1166,2021-12-23,50,9761
1167,2021-12-24,49,10324
1168,2021-12-25,50,15953
1169,2021-12-26,50,16548
1170,2021-12-27,50,10071
1171,2021-12-28,50,11457
1172,2021-12-29,49,11942
1173,2021-12-30,50,12893
1174,2021-12-31,50,8337
1175,2022-01-01,19,3182
1176,2022-01-02,50,17140
1177,2022-01-03,50,18209
1178,2022-01-04,50,17678
1179,2022-01-05,50,15777
1180,2022-01-06,50,14923
1181,2022-01-07,49,13114
1182,2022-01-08,49,14564
1183,2022-01-09,50,11935
1184,2022-01-10,50,6110
1185,2022-01-11,50,6268
1186,2022-01-12,50,6661
1187,2022-01-13,49,5983
1188,2022-01-14,50,7467
1189,2022-01-15,49,13035
1190,2022-01-16,49,12391
1191,2022-01-17,49,5952
1192,2022-01-18,48,5806
1193,2022-01-19,49,6492
1194,2022-01-20,49,6570
1195,2022-01-21,48,6972
1196,2022-01-22,49,11561
1197,2022-01-23,49,10828
1198,2022-01-24,49,5330
1199,2022-01-25,49,6092
1200,2022-01-26,49,6359
1201,2022-01-27,49,6381
1202,2022-01-28,49,7144
1203,2022-01-29,49,11058
1204,2022-01-30,49,10770
1205,2022-01-31,49,6167
1206,2022-02-01,49,5880
1207,2022-02-02,49,5953
1208,2022-02-03,49,6151
1209,2022-02-04,49,6882
1210,2022-02-05,49,11927
1211,2022-02-06,48,10534
1212,2022-02-07,49,5110
1213,2022-02-08,49,5872
1214,2022-02-09,49,6453
1215,2022-02-10,50,6685
1216,2022-02-11,50,8170
1217,2022-02-12,50,14413
1218,2022-02-13,50,13224
1219,2022-02-14,50,6905
1220,2022-02-15,50,6648
1221,2022-02-16,48,7049
1222,2022-02-17,50,7024
1223,2022-02-18,50,7962
1224,2022-02-19,50,14150
1225,2022-02-20,50,14932
1226,2022-02-21,50,7382
1227,2022-02-22,50,8688
1228,2022-02-23,50,14502
1229,2022-02-24,50,6338
1230,2022-02-25,50,7324
1231,2022-02-26,50,13383
1232,2022-02-27,50,13081
1233,2022-02-28,49,6233
1234,2022-03-01,49,6896
1235,2022-03-02,49,9664
1236,2022-03-03,49,8812
1237,2022-03-04,49,9215
1238,2022-03-05,49,10560
1239,2022-03-06,49,19093
1240,2022-03-07,49,18047
1241,2022-03-08,49,12967
1242,2022-03-09,49,6635
1243,2022-03-10,49,6618
1244,2022-03-11,49,6813
1245,2022-03-12,50,11988
1246,2022-03-13,50,11839
1247,2022-03-14,50,5154
1248,2022-03-15,50,5949
1249,2022-03-16,49,6072
1250,2022-03-17,49,6099
1251,2022-03-18,50,6402
1252,2022-03-19,50,11856
1253,2022-03-20,50,11943
1254,2022-03-21,50,5573
1255,2022-03-22,50,6127
1256,2022-03-23,50,6442
1257,2022-03-24,50,6082
1258,2022-03-25,50,6613
1259,2022-03-26,50,11073
1260,2022-03-27,50,9363
1261,2022-03-28,50,4226
1262,2022-03-29,50,5536
1263,2022-03-30,50,6018
1264,2022-03-31,50,5904
1265,2022-04-01,51,5976
1266,2022-04-02,50,9329
1267,2022-04-03,50,9738
1268,2022-04-04,50,4937
1269,2022-04-05,50,5190
1270,2022-04-06,50,5894
1271,2022-04-07,50,5741
1272,2022-04-08,50,7605
1273,2022-04-09,50,14959
1274,2022-04-10,50,13148
1275,2022-04-11,50,5379
1276,2022-04-12,50,6197
1277,2022-04-13,50,6556
1278,2022-04-14,50,7600
1279,2022-04-15,50,7372
1280,2022-04-16,50,12719
1281,2022-04-17,50,12649
1282,2022-04-18,50,6134
1283,2022-04-19,50,6309
1284,2022-04-20,50,6559
1285,2022-04-21,50,5483
1286,2022-04-22,50,6478
1287,2022-04-23,50,11769
1288,2022-04-24,50,10917
1289,2022-04-25,50,6304
1290,2022-04-26,50,6892
1291,2022-04-27,50,6828
1292,2022-04-28,50,7551
1293,2022-04-29,50,7396
1294,2022-04-30,50,12397
1295,2022-05-01,50,13385
1296,2022-05-02,50,13143
1297,2022-05-03,50,11077
1298,2022-05-04,50,6546
1299,2022-05-05,50,7999
1300,2022-05-06,50,7643
1301,2022-05-07,51,12421
1302,2022-05-08,51,12926
1303,2022-05-09,38,7963
1304,2022-05-10,50,10249
1305,2022-05-11,51,6518
1306,2022-05-12,51,6824
1307,2022-05-13,51,7586
1308,2022-05-14,51,14077
1309,2022-05-15,51,14302
1310,2022-05-16,51,6694
1311,2022-05-17,51,6709
1312,2022-05-18,50,7166
1313,2022-05-19,51,7393
1314,2022-05-20,51,8438
1315,2022-05-21,51,14222
1316,2022-05-22,51,14724
1317,2022-05-23,51,7178
1318,2022-05-24,51,6828
1319,2022-05-25,50,7494
1320,2022-05-26,51,7614
1321,2022-05-27,51,8248
1322,2022-05-28,51,14302
1323,2022-05-29,51,14282
1324,2022-05-30,51,7526
1325,2022-05-31,51,7404
1326,2022-06-01,50,8506
1327,2022-06-02,50,8905
1328,2022-06-03,50,8811
1329,2022-06-04,50,16260
1330,2022-06-05,50,16103
1331,2022-06-06,50,8331
1332,2022-06-07,50,8750
1333,2022-06-08,50,9379
1334,2022-06-09,50,8931
1335,2022-06-10,50,9731
1336,2022-06-11,50,15480
1337,2022-06-12,50,15716
1338,2022-06-13,50,14033
1339,2022-06-14,50,8251
1340,2022-06-15,50,8735
1341,2022-06-16,50,9451
1342,2022-06-17,50,9170
1343,2022-06-18,50,15951
1344,2022-06-19,50,14436
1345,2022-06-20,50,8153
1346,2022-06-21,50,8378
1347,2022-06-22,49,9003
1348,2022-06-23,50,9795
1349,2022-06-24,50,10131
1350,2022-06-25,50,13474
1351,2022-06-26,50,12852
1352,2022-06-27,50,7724
1353,2022-06-28,50,8272
1354,2022-06-29,50,8131
1355,2022-06-30,50,8048
1356,2022-07-01,50,9240
1357,2022-07-02,50,12746
1358,2022-07-03,50,12633
1359,2022-07-04,50,7598
1360,2022-07-05,50,7163
1361,2022-07-06,50,9284
1362,2022-07-07,50,8816
1363,2022-07-08,50,10022
1364,2022-07-09,50,14542
1365,2022-07-10,50,13432
1366,2022-07-11,49,8050
1367,2022-07-12,50,8559
1368,2022-07-13,50,9256
1369,2022-07-14,50,8800
1370,2022-07-15,50,9608
1371,2022-07-16,50,14083
1372,2022-07-17,50,13601
1373,2022-07-18,50,8084
1374,2022-07-19,50,8311
1375,2022-07-20,49,8555
1376,2022-07-21,50,9136
1377,2022-07-22,50,8881
1378,2022-07-23,50,12756
1379,2022-07-24,50,11919
1380,2022-07-25,50,7444
1381,2022-07-26,50,8373
1382,2022-07-27,50,8988
1383,2022-07-28,50,8403
1384,2022-07-29,50,9544
1385,2022-07-30,50,13995
1386,2022-07-31,50,13592
1387,2022-08-01,50,8231
1388,2022-08-02,50,8900
1389,2022-08-03,50,8361
1390,2022-08-04,49,8468
1391,2022-08-05,50,8854
1392,2022-08-06,50,12130
1393,2022-08-07,49,11817
1394,2022-08-08,50,8368
1395,2022-08-09,49,8244
1396,2022-08-10,49,9090
1397,2022-08-11,49,8669
1398,2022-08-12,49,8969
1399,2022-08-13,49,12365
1400,2022-08-14,49,12478
1401,2022-08-15,50,7938
1402,2022-08-16,50,8814
1403,2022-08-17,51,9169
1404,2022-08-18,51,9271
1405,2022-08-19,51,9498
1406,2022-08-20,51,14596
1407,2022-08-21,49,13641
1408,2022-08-22,50,8362
1409,2022-08-23,51,9096
1410,2022-08-24,51,8554
1411,2022-08-25,50,8880
1412,2022-08-26,50,9072
1413,2022-08-27,50,12974
1414,2022-08-28,49,12878
1415,2022-08-29,50,8112
1416,2022-08-30,51,9713
1417,2022-08-31,51,10757
1418,2022-09-01,51,9549
1419,2022-09-02,51,10047
1420,2022-09-03,51,18633
1421,2022-09-04,51,18041
1422,2022-09-05,51,8481
1423,2022-09-06,50,8970
1424,2022-09-07,51,8907
1425,2022-09-08,51,9132
1426,2022-09-09,51,11152
1427,2022-09-10,51,17890
1428,2022-09-11,51,17080
1429,2022-09-12,51,8154
1430,2022-09-13,51,8420
1431,2022-09-14,51,8836
1432,2022-09-15,51,9312
1433,2022-09-16,52,9039
1434,2022-09-17,51,17762
1435,2022-09-18,51,14038
1436,2022-09-19,52,7428
1437,2022-09-20,51,7906
1438,2022-09-21,51,7164
1439,2022-09-22,51,7225
1440,2022-09-23,50,7291
1441,2022-09-24,51,11674
1442,2022-09-25,51,13521
1443,2022-09-26,51,5822
1444,2022-09-27,51,6836
1445,2022-09-28,51,6509
1446,2022-09-29,51,6224
1447,2022-09-30,38,6244
1448,2022-10-01,51,13415
1449,2022-10-02,51,13227
1450,2022-10-03,49,5873
1451,2022-10-04,50,6506
1452,2022-10-05,50,6710
1453,2022-10-06,50,7123
1454,2022-10-07,49,7753
1455,2022-10-08,49,12995
1456,2022-10-09,48,12953
1457,2022-10-10,49,6184
1458,2022-10-11,49,6556
1459,2022-10-12,49,6952
1460,2022-10-13,49,7169
1461,2022-10-14,49,7830
1462,2022-10-15,49,14398
1463,2022-10-16,48,14357
1464,2022-10-17,49,5937
1465,2022-10-18,49,6264
1466,2022-10-19,49,6759
1467,2022-10-20,51,7687
1468,2022-10-21,51,8415
1469,2022-10-22,51,16215
1470,2022-10-23,51,15547
1471,2022-10-24,51,6752
1472,2022-10-25,51,7512
1473,2022-10-26,51,7604
1474,2022-10-27,51,8131
1475,2022-10-28,51,8744
1476,2022-10-29,51,16076
1477,2022-10-30,51,16446
1478,2022-10-31,51,8286
1479,2022-11-01,51,8784
1480,2022-11-02,51,8748
1481,2022-11-03,51,9711
1482,2022-11-04,51,17768
1483,2022-11-05,51,17817
1484,2022-11-06,51,16210
1485,2022-11-07,51,6717
1486,2022-11-08,50,6551
1487,2022-11-09,50,6948
1488,2022-11-10,50,7637
1489,2022-11-11,50,9715
1490,2022-11-12,50,15690
1491,2022-11-13,50,15766
1492,2022-11-14,50,6787
1493,2022-11-15,50,7011
1494,2022-11-16,50,8438
1495,2022-11-17,50,8777
1496,2022-11-18,49,9522
1497,2022-11-19,50,19094
1498,2022-11-20,50,18372
1499,2022-11-21,50,8007
1500,2022-11-22,50,7561
1501,2022-11-23,50,8084
1502,2022-11-24,50,9195
1503,2022-11-25,50,12776
1504,2022-11-26,50,20672
1505,2022-11-27,51,19037
1506,2022-11-28,51,7015
1507,2022-11-29,50,6831
1508,2022-11-30,50,7626
1509,2022-12-01,51,7361
1510,2022-12-02,50,8092
1511,2022-12-03,50,15361
1512,2022-12-04,50,14463
1513,2022-12-05,50,6461
1514,2022-12-06,50,6935
1515,2022-12-07,50,7475
1516,2022-12-08,51,7202
1517,2022-12-09,52,8627
1518,2022-12-10,52,15961
1519,2022-12-11,52,14544
1520,2022-12-12,52,6892
1521,2022-12-13,52,7215
1522,2022-12-14,52,7432
1523,2022-12-15,52,8742
1524,2022-12-16,52,9384
1525,2022-12-17,51,14536
1526,2022-12-18,51,11891
1527,2022-12-19,52,7145
1528,2022-12-20,52,8104
1529,2022-12-21,52,8258
1530,2022-12-22,52,8458
1531,2022-12-23,51,8902
1532,2022-12-24,51,15459
1533,2022-12-25,51,16158
1534,2022-12-26,52,8563
1535,2022-12-27,52,9459
1536,2022-12-28,52,10450
1537,2022-12-29,52,12119
1538,2022-12-30,52,13515
1539,2022-12-31,52,8550
1540,2023-01-01,22,3921
1541,2023-01-02,52,18670
1542,2023-01-03,52,17004
1543,2023-01-04,52,17912
1544,2023-01-05,52,17215
1545,2023-01-06,52,13855
1546,2023-01-07,52,12389
1547,2023-01-08,52,11285
1548,2023-01-09,52,6201
1549,2023-01-10,52,6383
1550,2023-01-11,52,6672
1551,2023-01-12,52,7015
1552,2023-01-13,52,7249
1553,2023-01-14,52,12717
1554,2023-01-15,52,12417
1555,2023-01-16,52,6165
1556,2023-01-17,52,6552
1557,2023-01-18,51,6489
1558,2023-01-19,51,6822
1559,2023-01-20,51,8074
1560,2023-01-21,51,13967
1561,2023-01-22,51,13164
1562,2023-01-23,51,6340
1563,2023-01-24,51,6687
1564,2023-01-25,51,6733
1565,2023-01-26,52,7016
1566,2023-01-27,52,7632
1567,2023-01-28,52,13543
1568,2023-01-29,52,12912
1569,2023-01-30,52,6175
1570,2023-01-31,52,6746
1571,2023-02-01,52,7433
1572,2023-02-02,51,7826
1573,2023-02-03,51,8441
1574,2023-02-04,52,15104
1575,2023-02-05,52,14379
1576,2023-02-06,52,7051
1577,2023-02-07,52,7034
1578,2023-02-08,52,6818
1579,2023-02-09,51,6955
1580,2023-02-10,52,8229
1581,2023-02-11,52,15354
1582,2023-02-12,52,13614
1583,2023-02-13,52,6599
1584,2023-02-14,52,7336
1585,2023-02-15,52,7201
1586,2023-02-16,52,7203
1587,2023-02-17,52,7936
1588,2023-02-18,52,14230
1589,2023-02-19,52,12805
1590,2023-02-20,52,6989
1591,2023-02-21,52,7456
1592,2023-02-22,52,8856
1593,2023-02-23,52,13747
1594,2023-02-24,52,13774
1595,2023-02-25,52,13268
1596,2023-02-26,52,10230
1597,2023-02-27,52,5676
1598,2023-02-28,52,6559
1599,2023-03-01,52,6579
1600,2023-03-02,52,7216
1601,2023-03-03,52,7973
1602,2023-03-04,52,15089
1603,2023-03-05,52,14335
1604,2023-03-06,52,7418
1605,2023-03-07,52,8338
1606,2023-03-08,52,15580
1607,2023-03-09,52,6615
1608,2023-03-10,52,7679
1609,2023-03-11,52,13919
1610,2023-03-12,52,12068
1611,2023-03-13,52,6634
1612,2023-03-14,52,6693
1613,2023-03-15,52,7671
1614,2023-03-16,52,7414
1615,2023-03-17,52,8934
1616,2023-03-18,52,17935
1617,2023-03-19,52,17933
1618,2023-03-20,52,7391
1619,2023-03-21,52,7889
1620,2023-03-22,52,8326
1621,2023-03-23,52,8982
1622,2023-03-24,52,8970
1623,2023-03-25,52,17624
1624,2023-03-26,52,15566
1625,2023-03-27,52,7706
1626,2023-03-28,52,8615
1627,2023-03-29,52,7656
1628,2023-03-30,52,8293
1629,2023-03-31,52,8391
1630,2023-04-01,52,18100
1631,2023-04-02,52,16413
1632,2023-04-03,51,7175
1633,2023-04-04,51,7339
1634,2023-04-05,51,8583
1635,2023-04-06,51,8921
1636,2023-04-07,51,9279
1637,2023-04-08,51,18700
1638,2023-04-09,51,17424
1639,2023-04-10,51,7571
1640,2023-04-11,51,7917
1641,2023-04-12,49,8089
1642,2023-04-13,51,8317
1643,2023-04-14,50,8517
1644,2023-04-15,50,14408
1645,2023-04-16,50,14196
1646,2023-04-17,51,6822
1647,2023-04-18,51,7480
1648,2023-04-19,51,8360
1649,2023-04-20,51,8443
1650,2023-04-21,51,10294
1651,2023-04-22,51,17611
1652,2023-04-23,51,17092
1653,2023-04-24,51,7714
1654,2023-04-25,51,8567
1655,2023-04-26,51,8136
1656,2023-04-27,51,8489
1657,2023-04-28,51,8293
1658,2023-04-29,51,16017
1659,2023-04-30,51,16650
1660,2023-05-01,51,13718
1661,2023-05-02,51,7700
1662,2023-05-03,51,7438
1663,2023-05-04,51,7927
1664,2023-05-05,51,8263
1665,2023-05-06,51,13756
1666,2023-05-07,51,15523
1667,2023-05-08,51,13353
1668,2023-05-09,51,9801
1669,2023-05-10,51,6766
1670,2023-05-11,51,7676
1671,2023-05-12,51,8079
1672,2023-05-13,51,14528
1673,2023-05-14,51,14077
1674,2023-05-15,51,7736
1675,2023-05-16,51,8246
1676,2023-05-17,51,8872
1677,2023-05-18,51,9336
1678,2023-05-19,51,9311
1679,2023-05-20,51,15325
1680,2023-05-21,51,15676
1681,2023-05-22,51,7462
1682,2023-05-23,51,7962
1683,2023-05-24,52,8566
1684,2023-05-25,52,8437
1685,2023-05-26,52,9849
1686,2023-05-27,52,16505
1687,2023-05-28,52,15689
1688,2023-05-29,52,8213
1689,2023-05-30,52,8745
1690,2023-05-31,52,7759
1691,2023-06-01,51,8798
1692,2023-06-02,52,9096
1693,2023-06-03,52,14868
1694,2023-06-04,52,16513
1695,2023-06-05,52,7743
1696,2023-06-06,51,8364
1697,2023-06-07,51,8788
1698,2023-06-08,51,9134
1699,2023-06-09,51,9488
1700,2023-06-10,52,17514
1701,2023-06-11,52,17858
1702,2023-06-12,52,15201
1703,2023-06-13,52,8552
1704,2023-06-14,52,9109
1705,2023-06-15,52,9603
1706,2023-06-16,52,9691
1707,2023-06-17,52,15438
1708,2023-06-18,52,16892
1709,2023-06-19,52,8933
1710,2023-06-20,52,10075
1711,2023-06-21,50,10386
1712,2023-06-22,51,10204
1713,2023-06-23,52,10128
1714,2023-06-24,52,11284
1715,2023-06-25,51,15276
1716,2023-06-26,51,8730
1717,2023-06-27,51,9103
1718,2023-06-28,51,9209
1719,2023-06-29,51,8996
1720,2023-06-30,51,9584
1721,2023-07-01,51,16275
1722,2023-07-02,51,16376
1723,2023-07-03,51,9172
1724,2023-07-04,51,9735
1725,2023-07-05,51,9674
1726,2023-07-06,51,9772
1727,2023-07-07,51,9738
1728,2023-07-08,51,16005
1729,2023-07-09,51,15893
1730,2023-07-10,51,9101
1731,2023-07-11,52,9373
1732,2023-07-12,52,9755
1733,2023-07-13,52,9470
1734,2023-07-14,52,10896
1735,2023-07-15,52,17661
1736,2023-07-16,52,16724
1737,2023-07-17,52,9375
1738,2023-07-18,52,9232
1739,2023-07-19,52,9628
1740,2023-07-20,52,10452
1741,2023-07-21,52,10466
1742,2023-07-22,52,15207
1743,2023-07-23,52,14985
1744,2023-07-24,52,8824
1745,2023-07-25,52,9845
1746,2023-07-26,52,9408
1747,2023-07-27,52,10334
1748,2023-07-28,52,10325
1749,2023-07-29,52,16811
1750,2023-07-30,52,16226
1751,2023-07-31,52,9475
1752,2023-08-01,52,9524
1753,2023-08-02,52,9975
1754,2023-08-03,52,10621
1755,2023-08-04,52,10498
1756,2023-08-05,52,15002
1757,2023-08-06,52,14615
1758,2023-08-07,52,9271
1759,2023-08-08,52,9468
1760,2023-08-09,52,10262
1761,2023-08-10,52,10656
1762,2023-08-11,52,10592
1763,2023-08-12,52,17009
1764,2023-08-13,52,17188
1765,2023-08-14,52,9930
1766,2023-08-15,52,10808
1767,2023-08-16,52,11267
1768,2023-08-17,52,11109
1769,2023-08-18,52,11169
1770,2023-08-19,52,16625
1771,2023-08-20,52,16607
1772,2023-08-21,52,10380
1773,2023-08-22,52,10867
1774,2023-08-23,52,11455
1775,2023-08-24,52,11349
1776,2023-08-25,52,11949
1777,2023-08-26,52,19520
1778,2023-08-27,52,19501
1779,2023-08-28,52,10047
1780,2023-08-29,51,10709
1781,2023-08-30,51,11569
1782,2023-08-31,51,11176
1783,2023-09-01,52,9496
1784,2023-09-02,52,16720
1785,2023-09-03,52,17389
1786,2023-09-04,52,8116
1787,2023-09-05,52,7965
1788,2023-09-06,52,8501
1789,2023-09-07,52,9421
1790,2023-09-08,52,9866
1791,2023-09-09,52,17533
1792,2023-09-10,52,17513
1793,2023-09-11,52,8470
1794,2023-09-12,52,8766
1795,2023-09-13,52,8706
1796,2023-09-14,53,8948
1797,2023-09-15,53,9346
1798,2023-09-16,53,16618
1799,2023-09-17,53,15681
1800,2023-09-18,53,7544
1801,2023-09-19,53,7815
1802,2023-09-20,53,8219
1803,2023-09-21,53,8074
1804,2023-09-22,53,9095
1805,2023-09-23,53,13770
1806,2023-09-24,53,13850
1807,2023-09-25,53,7067
1808,2023-09-26,53,7789
1809,2023-09-27,53,7703
1810,2023-09-28,53,7920
1811,2023-09-29,53,8135
1812,2023-09-30,53,14707
1813,2023-10-01,52,14912
1814,2023-10-02,52,7058
1815,2023-10-03,52,7443
1816,2023-10-04,52,7700
1817,2023-10-05,51,7974
1818,2023-10-06,51,8604
1819,2023-10-07,52,16329
1820,2023-10-08,52,17577
1821,2023-10-09,52,8268
1822,2023-10-10,52,8956
1823,2023-10-11,53,8692
1824,2023-10-12,53,8619
1825,2023-10-13,53,9981
1826,2023-10-14,53,16844
1827,2023-10-15,53,16041
1828,2023-10-16,53,7149
1829,2023-10-17,53,7809
1830,2023-10-18,53,8227
1831,2023-10-19,53,7920
1832,2023-10-20,53,8968
1833,2023-10-21,53,18869
1834,2023-10-22,52,17338
1835,2023-10-23,52,7196
1836,2023-10-24,52,8467
1837,2023-10-25,53,8674
1838,2023-10-26,53,9124
1839,2023-10-27,53,9877
1840,2023-10-28,53,18500
1841,2023-10-29,53,19661
1842,2023-10-30,53,8325
1843,2023-10-31,53,8892
1844,2023-11-01,53,8983
1845,2023-11-02,53,8571
1846,2023-11-03,53,10216
1847,2023-11-04,53,16553
1848,2023-11-05,52,18323
1849,2023-11-06,53,13757
1850,2023-11-07,53,3537
1851,2023-11-08,16,1367
1852,2023-11-09,53,7489
1853,2023-11-10,53,8868
1854,2023-11-11,53,18031
1855,2023-11-12,53,14764
1856,2023-11-13,52,6632
1857,2023-11-14,53,7141
1858,2023-11-15,53,7829
1859,2023-11-16,53,8328
1860,2023-11-19,53,18534
